0,4,4,4,4,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,3,3,3,3,8,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,3,3,3,3,3,8,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,3,3,3,3,3,3,8,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
11,4,1,3,3,3,3,3,8,1,3,3,3,3,5,5,5,3,5,5,5,3,5,5,5,3,3,3,3,2
2,3,8,1,3,3,3,3,3,8,4,4,4,4,15,3,5,5,5,3,5,5,5,3,5,5,5,3,3,2
2,3,3,8,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,3,3,3,8,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,3,3,3,3,8,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,4,4,6
2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,4,4,9,3,3,2
2,3,3,3,3,3,2,3,3,3,3,0,4,4,4,4,4,4,1,3,3,3,3,2,3,3,3,3,3,2
2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2
2,3,3,3,7,4,9,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2
2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2
2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2
2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2
2,3,3,3,7,4,1,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,8,4,15,3,3,3,2
2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,0,4,4,9,3,3,3,3,3,3,3,3,3,3,2
2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,3,3,3,3,3,8,1,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,0,4,15,3,3,3,2
2,3,3,3,3,3,3,8,1,3,3,2,3,3,3,8,4,4,1,3,3,3,3,2,3,3,3,3,3,2
2,3,3,3,3,3,3,3,8,1,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2
2,3,3,3,3,3,3,3,3,8,4,6,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2
2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,13,3,3,3,3,2,3,3,3,3,3,2
2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2
2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2
2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2
8,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,9
