16,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,17
18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18
18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18
18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18
18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18
18,19,19,19,19,16,20,20,20,20,20,17,19,19,19,19,19,19,16,20,20,20,20,20,17,19,19,19,19,18
18,19,19,19,19,18,19,19,19,19,19,18,19,19,19,19,19,19,18,19,19,19,19,19,18,19,19,19,19,18
18,19,19,19,19,18,19,19,19,19,19,18,19,19,19,19,19,19,18,19,19,19,19,19,18,19,19,19,19,18
18,19,19,19,19,18,19,19,19,19,19,18,19,19,19,19,19,19,18,19,19,19,19,19,18,19,19,19,19,18
18,19,19,19,19,18,19,19,19,19,19,18,19,19,19,19,19,19,18,19,19,19,19,19,18,19,19,19,19,18
18,19,19,19,19,18,19,19,19,19,16,26,20,20,28,28,20,20,26,17,19,19,19,19,18,19,19,19,19,18
18,19,19,16,20,25,19,19,19,19,18,19,19,19,18,18,19,19,19,18,19,19,19,19,24,20,17,19,19,18
18,19,19,18,19,19,19,19,19,19,18,19,19,19,18,18,19,19,19,18,19,19,19,19,19,19,18,19,19,18
18,19,19,24,20,20,20,20,31,19,18,19,19,19,18,18,19,19,19,18,19,23,20,20,20,20,25,19,19,18
18,19,19,19,19,19,19,19,19,19,29,19,23,20,25,24,20,31,19,29,19,19,19,19,19,19,19,19,19,18
18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18
18,19,19,16,20,20,20,20,31,19,30,19,19,19,19,19,19,19,19,30,19,23,20,20,20,20,17,19,19,18
18,19,19,18,19,19,19,19,19,19,18,19,19,19,19,19,19,19,19,18,19,19,19,19,19,19,18,19,19,18
18,19,19,24,17,19,19,19,19,19,18,19,19,19,19,19,19,19,19,18,19,19,19,19,19,16,25,19,19,18
18,19,19,19,24,17,19,19,19,19,24,20,28,31,19,19,23,28,20,25,19,19,19,19,16,25,19,19,19,18
18,19,19,19,19,24,17,19,19,19,19,19,18,19,19,19,19,18,19,19,19,19,19,16,25,19,19,19,19,18
18,19,19,19,19,19,24,17,19,19,19,19,24,17,19,19,16,25,19,19,19,19,16,25,19,19,19,19,19,18
18,19,19,19,30,19,19,24,17,19,19,19,19,18,19,19,18,19,19,19,19,16,25,19,19,30,19,19,19,18
18,19,19,19,18,19,19,19,24,17,19,19,19,18,19,19,18,19,19,19,16,25,19,19,19,18,19,19,19,18
18,19,19,19,18,19,19,19,19,24,28,20,20,25,19,19,24,20,20,28,25,19,19,19,19,18,19,19,19,18
18,19,19,19,18,19,19,19,19,19,18,19,19,19,19,19,19,19,19,18,19,19,19,19,19,18,19,19,19,18
18,19,19,19,18,19,19,19,19,19,18,19,19,19,19,19,19,19,19,18,19,19,19,19,19,18,19,19,19,18
18,19,19,19,18,19,19,19,19,19,18,19,19,19,19,19,19,19,19,18,19,19,19,19,19,18,19,19,19,18
18,19,19,19,18,19,19,19,19,19,18,19,19,19,19,19,19,19,19,18,19,19,19,19,19,18,19,19,19,18
24,20,20,20,26,20,20,20,20,20,26,20,20,20,20,20,20,20,20,26,20,20,20,20,20,26,20,20,20,25
